Car ID,Year,Engine Size,Mileage,Price,Brand_BMW,Brand_Ford,Brand_Honda,Brand_Mercedes,Brand_Tesla,Brand_Toyota,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_Petrol,Transmission_Manual,Model_5 Series,Model_A3,Model_A4,Model_Accord,Model_C-Class,Model_CR-V,Model_Camry,Model_Civic,Model_Corolla,Model_E-Class,Model_Explorer,Model_Fiesta,Model_Fit,Model_Focus,Model_GLA,Model_GLC,Model_Model 3,Model_Model S,Model_Model X,Model_Model Y,Model_Mustang,Model_Prius,Model_Q5,Model_Q7,Model_RAV4,Model_X3,Model_X5,Condition
47.0,0.7767705317192425,-1.040468533392742,1.05008551139765,1.2010628918574826,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
48.0,0.6335136713611853,1.341000598778062,1.1336469137425056,1.2029767873390789,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
49.0,-0.655798071861329,0.8506981303899552,-1.671627115805732,-0.5959347767101668,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2
50.0,0.34699995064507105,-1.6708574213203076,-0.43534717199090395,-1.4376738677978806,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
51.0,-0.655798071861329,-0.9003821138532828,0.18353584524010338,0.7147843525086262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
52.0,0.6335136713611853,-0.9704253236230124,-0.11920691125964719,-0.48818157979367655,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2
53.0,-0.0827706304291004,-0.7602956943138239,1.3346321656219255,-1.5858942768906772,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
54.0,-0.655798071861329,-0.9003821138532828,-0.02839656293347703,-1.1939195223499155,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
55.0,0.2037430902870139,-1.5307710017808487,1.5949702897614983,-1.265824634347007,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
56.0,-1.2288255132935577,-0.12990680638625834,1.6419693245041995,0.31062889439533214,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
58.0,-1.6585960943677291,0.3603956620018484,-0.8961487146528693,1.0221261494483784,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
59.0,0.9200273920772997,0.6405685010807668,-0.49163710932937443,0.16201814169222503,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
60.0,0.4902568110031282,-1.4607277920111192,0.6700773854476128,-0.27181334545891084,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
61.0,0.2037430902870139,1.6211734378569798,-0.7908518185674837,0.413750111725318,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
62.0,1.206541112793414,1.2009141792386029,-0.05359203871516646,-0.19626110953180836,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
63.0,0.4902568110031282,1.0608277596991436,-0.3531357298522712,-0.8859828461545636,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
64.0,-1.0855686529355004,1.130870969468873,-1.4494962687632913,0.624876064422464,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
65.0,-0.5125412115032719,1.5511302280872503,1.4716701428586696,1.3018049593744858,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
66.0,-1.5153392340096719,0.15026603269265998,-0.6505580549510257,-0.4437429977721154,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
67.0,0.7767705317192425,-1.040468533392742,-0.6952201837905174,1.1912007485441207,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
68.0,-0.9423117925774434,0.4304388717715777,0.491882638226191,-0.24067215084709173,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
69.0,-0.5125412115032719,0.8506981303899552,0.309343061097346,-0.34444112558873075,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
70.0,-1.6585960943677291,0.8506981303899552,0.8092934497397751,-1.6456880878950557,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
71.0,-0.5125412115032719,0.0802228229229304,0.784529053687804,0.680976115900868,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
72.0,0.4902568110031282,-1.5307710017808487,1.4205077854631634,1.072466888429975,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
73.0,0.06048622992895674,-0.4100796454651764,1.1780708143103111,0.5703142531920283,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
74.0,-0.5125412115032719,1.4810870183175204,-0.23562112669039775,-1.2164760952102447,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
75.0,1.206541112793414,0.2903524522321188,-1.3579598914186484,-1.3841589706154172,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
76.0,0.06048622992895674,0.15026603269265998,-1.538820526442275,0.2539145015622255,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
77.0,-0.5125412115032719,-0.8303389040835536,-0.07696109774726023,-0.3438120958573465,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
78.0,-0.22602749078715756,-0.48012285523490594,0.2663712185664862,-0.24759404835823834,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
79.0,-1.2288255132935577,1.4110438085477912,0.13264574872652443,1.6316636705575274,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
80.0,-1.5153392340096719,0.5705252913110368,-1.4580157655269332,0.7808993064178789,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
81.0,-0.9423117925774434,0.9907845499294143,-0.15958093120878394,-0.30797980094288063,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
82.0,0.2037430902870139,-0.12990680638625834,0.10469363151532103,-1.6778695867853404,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
83.0,-1.2288255132935577,0.5004820815413076,1.5199397283836982,-1.6255547299777537,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
84.0,-0.9423117925774434,-0.9003821138532828,0.1151756754695223,0.6444332707644357,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
85.0,0.9200273920772997,0.710611710850496,-1.040900750210887,1.1779455902173377,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
86.0,-0.9423117925774434,-0.26999322592571723,1.3494136626698956,0.7243160073466547,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
87.0,-1.5153392340096719,-0.19995001615598762,1.1352464464238285,-0.32856188876780196,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
88.0,0.7767705317192425,0.5004820815413076,-1.0748652952313182,-1.6358802915754156,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
89.0,0.06048622992895674,1.5511302280872503,-1.078540817137337,1.6302730484952082,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
90.0,-0.5125412115032719,-1.5307710017808487,0.6820455200490005,1.6963259440129814,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
91.0,1.4930548335095282,1.130870969468873,-1.3653222794340991,0.1719551957266621,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
92.0,0.9200273920772997,-0.6902524845440944,-1.0908379336377203,-1.497962309887008,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
93.0,0.06048622992895674,-0.19995001615598762,1.0033247049266352,0.14267979216280796,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
95.0,-1.6585960943677291,-0.6902524845440944,0.27976872279799236,0.6276249941184027,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
96.0,1.6363116938675855,0.010179613153200814,-0.5819369685019309,0.7671777921314591,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
98.0,-0.7990549322193862,0.010179613153200814,-1.3351353541504092,-1.372932277108346,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
99.0,1.206541112793414,1.4810870183175204,-0.29446350979693675,-1.3002424385870466,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
100.0,0.34699995064507105,-1.3906845822413896,-1.3712212652091909,1.410411918185587,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
101.0,-1.6585960943677291,0.9207413401596845,0.0973539319066974,0.08992391684535977,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
102.0,-0.0827706304291004,-0.3400364356954468,1.0491666309211454,1.0169040643286964,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
103.0,-0.7990549322193862,0.5705252913110368,0.17008161999152902,-1.342304808470962,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
104.0,0.34699995064507105,-0.8303389040835536,-0.08896326495888897,1.4915747467955969,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
105.0,1.206541112793414,-1.180554952932201,-0.912348237127544,1.1200484158519555,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
106.0,0.9200273920772997,-1.180554952932201,1.6554008613459466,-0.9604099524278648,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
107.0,-1.6585960943677291,-1.4607277920111192,0.8845282067790207,1.3050782641179532,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
108.0,0.6335136713611853,-1.1105117431624716,1.4694920558032512,-0.8254799537658866,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
109.0,0.6335136713611853,0.5705252913110368,-0.24528638799881713,-1.028171106153694,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
110.0,-1.3720823736516148,1.341000598778062,-0.6044892448882427,-0.8226851228928185,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
111.0,-0.0827706304291004,1.130870969468873,0.28026786774819246,1.4298714468226261,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
113.0,-0.22602749078715756,-1.32064137247166,1.0818492809558358,-0.5967988204684547,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
114.0,-1.3720823736516148,-0.7602956943138239,-1.584197340096826,0.7164026444095083,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
115.0,-0.655798071861329,-0.6902524845440944,0.2039780997914786,0.6128330643813203,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
116.0,0.2037430902870139,-0.9003821138532828,1.3897423058053777,1.0691880755452519,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
117.0,0.2037430902870139,0.0802228229229304,0.6609793343098752,-0.7101269907543997,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
118.0,-0.36928435114521474,0.15026603269265998,-0.1840617221754142,0.03511570809609208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
119.0,-1.5153392340096719,-0.48012285523490594,1.164140132518364,0.5846765479111776,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
